"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2022,"IX",FALSE,"Порушення правил поводження з вибуховими, легкозаймистими та їдкими речовинами або радіоактивними матеріалами, ст. 267","267",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2022,"X",TRUE,"Кримінальні правопорушення проти безпеки виробництва (р. X Кримінального кодексу України )",NA,71,0,1,0,78,1,0,0,0,3,22,33,7,13,9,44,19,15,0,0,77,1,0,0,0
2022,"XI",TRUE,"Кримінальні правопорушення проти безпеки руху та експлуатації транспорту  (р. XІ Кримінального кодексу України )",NA,1461,5,4,0,1975,102,1,14,40,524,609,491,110,186,127,618,386,957,11,3,1949,26,0,0,0
2022,"XI",FALSE,"Порушення правил безпеки руху або експлуатації залізничного, водного чи повітряного транспорту, ст. 276","276",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2022,"XI",FALSE,"Порушення правил безпеки дорожнього  руху або експлуатації транспорту особами,  які керують транспортними засобами, ст. 286","286",1245,0,2,0,1465,19,1,9,16,340,426,396,101,176,115,534,303,619,6,3,1445,20,0,0,0
2022,"XI",FALSE,"Незаконне заволодіння транспортним засобом, ст. 289","289",70,5,0,0,268,56,0,4,19,125,91,28,0,1,2,29,29,207,3,0,264,4,0,0,0
2022,"XI",FALSE,"Знищення, підробка або заміна номерів вузлів та агрегатів транспортного  засобу, ст. 290*","290",1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0
2022,"XII",TRUE,"Кримінальні правопорушення проти громадського порядку та моральності  (р. XІІ Кримінального кодексу України )",NA,235,3,9,0,496,42,0,13,12,205,151,91,17,7,95,109,79,299,9,0,490,6,0,0,0
2022,"XII",FALSE,"Хуліганство, ст. 296","296",97,2,3,0,268,26,0,11,9,126,79,33,8,2,12,52,44,165,7,0,264,4,0,0,0
2022,"XII",FALSE,"Наруга над могилою, іншим місцем поховання або над тілом померлого,  ст. 297","297",13,0,0,0,35,6,0,0,0,6,16,12,1,0,3,2,4,29,0,0,35,0,0,0,0
2022,"XII",FALSE,"Жорстоке поводження з тваринами, ст. 299","299",5,0,0,0,5,0,0,0,0,1,0,2,1,1,0,0,0,5,0,0,5,0,0,0,0
